issuekey,title,description,storypoint
REB-7450,Scan document uploads with Clam AV - Core Uploading,"As an user with Recorder, Editor or greater permission, I am able to upload standard binary file types to a document or task. We need to ensure these uploads are scanned with Clam AV just like we do when adding a document via the ""import"" screens.* When any document is uploaded to a task or a document directly, it should be scanned with Clam AV for viruses just like imported documents are.",NULL
REB-7449,"Learning Locker - Do NOT write a learning activity when a document is viewed from the ""Content Manager""","As any user of the application, a learning locker activity should ONLY be written when a user is viewing a document from the contents, or when suggested from and advisor etc. It should not be written when they are simply reviewing a document from the content manager.* Do NOT write a learning locker activity when viewing a document from content advisor** This also would include any Test simulation attempts or answers in the same session opened from content manager.",NULL
REB-7448,Add parameter to associate XAPI learning activity to a specific target application match,"As an epilogue admin, when analyzing data collected by our system, I need an easy way to find a Target Application record that corresponds to a ""Viewed"" learning activity in learning locker.* When writing an Xapi activity in learning locker, IF the activity follows a target application match, write the file name of the target application .json that corresponds to the Xapi statement as an extension*  EX. When using Desktop or Web Advisor I get a match for a target app and open the document to view it. We already write a target application record to S3 AND a learning locker activity for viewing the eassistant. This new ""extension"" item should allow me to easily associate the 2 items.* See ""Extensions"" here for more detail: [https://xapi.com/statements-101/|https://xapi.com/statements-101/]",NULL
REB-7415,Upgrade  ABP Framework (current version 3.6) to Latest version,"Current we are using version 3.6, it's too old. We need to upgrade to latest version 4.9, we will need to add the reference from Nuget.* Upgrade all libraries to make sure work with latest ABP version 4.9.0* Fixing the errors while upgrading library* Run migration to update database with ABP Latest version* Upgrade Opus Project to use .NetCore 2.1* Testing to make sure system work as current",NULL
REB-7413,Web Recorder - Internet Connectivity Monitor,"As a user of the web recorders I would like to be notified when my internet connection goes down or becomes slow, so that I'm aware it may cause issues. AC:* Using the browser's navigator.connection object, we need to continuously monitor when the downlink changes. * When less than 1, the user should be notified that their internet connectivity is very slow, and the banner should be Orange (hex color #ffc500+)+* When 0 the user should be notified that they are not connected to the internet and the banner should be Red (hex color #e81616)!activityMonitor.png|width=768,height=1024!",NULL
REB-7401,Hide account cancelation button,"The client has 1 small needs for the October release. Please make theis changes below on the 1.77.x branch.{panel:bgColor=#e3fcef}*Acceptance Criteria** In the ""Account Info"" page for any tenant, please hide the ""Cancel Account"" button{panel}",NULL
REB-7400,Remove INI Download,"On the downloads page, remove the link to download the INI file.",NULL
REB-7397,After Login - Another spinner 7-8 seconds,"After logging in, another spinner is shown before the user sees their dashboard.",NULL
REB-7373,CLONE - Email Preferences - Customer Admins,"As a Customer Admin I need to be ""blind carbon copied"" on existing system emails (Projects and Tasks) and I want to have the ability to manage which emails I receive.*Acceptance Criteria:** Blind Carbon Copy every Customer Admin to ALL Project-level and Task-level emails within their Account *ONLY** Within the top-right drop down list (via profile image) - Add an ""Email Preferences"" option below ""My Profile"" and use the following icon - [https://materialdesignicons.com/icon/email|https://materialdesignicons.com/icon/email]* On the Email Preference page add an ""Email Preference"" Header and a Description below (same format as other pages and both fields need to be editable from Language UI)* Add a ""Projects"" subsection with the following emails listed (default to ""checked""):** Project Due Date Approaching ** Project Due Date Changed** Project Due Date Passed** Project Published** New Admin Assigned to Project* Add a ""Tasks"" subsection with the following emails listed (default to ""unchecked""):** Task Due Date Approaching** Task Due Date has Passed** Task Assigned To Me** Task Published",NULL
REB-7300,ODARC Issue - String Input Testing,"Any text that appears as a string input (indicated by the Input tag in the topic.xml) should carry over into Opus with the same text, along with appropriate actions listed.  Example:!image-20191209-224644.png|width=271,height=194!If UPK has what is seen in the screenshot above, it would be expected to see the following within the Opus step instructions:This is the first String Input frame for this recording.Type “This is a test” into the Text Editor field.Review the related files for ""String Input Testing"":[https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0|https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0]",NULL
REB-7299,ODARC Issue - Looping Decision Frame Issue,"Confirm that this issue is still no longer an issueReview the related files for ""Looping Decision Frame Issue"":[https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0|https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0]",NULL
REB-7297,ODARC Issue - Recorded Object Test,"Post conversion, we take the listed control and label from the topic.xml’s object tag, and use it within the step instruction.Example:After conversion, the XML taken from the odarc file above might convert into something like this in OpusClick the Chrome Legacy Window item.     Chrome Legacy Window being the Label, and item being our equivalent of a standard or universal object name. Review the related files for ""Recorded Object Test"":https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0",NULL
REB-7296,ODARC Issue - Multiple Action Type Testing,"The recorded action should convert into Opus as a matching action.  Review the related files for ""Multiple Action Type Testing"":https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0",NULL
REB-7295,ODARC Issue - Hot Spot (Control Area) Testing,"The converted content should have the same Control Area in Opus as it had within UPK.Review the related files for ""Hot Spot (Control Area) Testing"":https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0",NULL
REB-7294,ODARC Issue - Strange Characters,"The UPK to Opus conversion process carries over all characters on a Frame/Step, including those non alpha-numeric characters.Review the related files for ""Strange Characters"":https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0",NULL
REB-7292,ODARC Issue - Outlines with Multi Modules,"The resulting Opus book to have the same Module, Section, and Topic structure as it did within the UPK Outline.Review the related files for ""Outlines with Multi Modules"":https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0",NULL
REB-7291,eAssistant Simplified View - Step images with white space are moved left,"As a user, viewing content in the eAssistant simplified view (the Desktop Advisor Electron window or Chrome Advisor panel), if that content has step images with additional white space on the right side, they appear too far to the left.The content does not have this issue in the standard Viewer, and didn't have this issue with the previous version of eAssistant.We need to investigate what is causing this alignment in eAssistant - why is it moving the images to left rather than resizing them, for example -and determine whether the fix for this content would adversely affect content without this issue.Example of affected content (step images after the fifth have this issue): [^Epilogue Demo Request V19.0.opsx] A step with additional white space in Editor: !epilogue_demo_editor.jpg|thumbnail! Viewing in the Advisor panel: !epilogue_demo_eAssistant.jpg|thumbnail! - if you import the Epilogue Demo Request to a new account for testing, it will show up for Advisor at this context location: https://www.epiloguesystems.com/request-a-demo/",NULL
REB-7289,CLONE - Oauth - Change Implicit flow to Authorization Code grant - Portal (Cont),"In order to address security concerns with the current Oath implicit flow, we need to change this to use the Authorization Code Grant* Refactor the portal to use the Authorization Code Grant for authentication",NULL
REB-7288,Add back the filter Filter Panel for Sisense Embed from REB-7107,The client has decided they do not want the filter panel available in the Sisense Dashboard. Please add the correct parameter to the iframe URL to remove this.* Add parameter to iframe URL to remove the filter bar** https://documentation.sisense.com/latest/administration/embedded-analytics/embedding-sisense/embed-sisense.htm#gsc.tab=0,NULL
REB-7286,Update Jenkins job in stage to build frontend html.,Currently I have to grab the html from the prod job and transform it with a python script. I want a Jenkins job for Stage to create frontend html ready for deployment. ,NULL
REB-7253,Web Recorder - error on startup; better error messages,"As a user, clicking on a web recorder extension after leaving it running over the weekend (and putting the computer to sleep), these steps were reported:---------------Left my web recorder logged in over the weekend.When I booted up today, the extension icon showed I was logged out, however when I clickedon it to log in, I received the error in the newly attached screenshot. When I dismissed theerror, I was automatically logged in.**update** Just noticed that after I dismissed the error I was NOT automatically logged in.I still receive an error afterwards on what looks like an anonymous content manager screen:!Web Recorder Login Error.png|width=200,height=183! **update 2** After dismissing the error and clicking on the extension back and forth (About 4 or 5 times), I was automatically logged in without putting any credentials in.*update 3* - Tester later informed me that they had originally been logged in in one network (home) on Friday and they attempted to continue using Recorder in a different network (work) Monday morning. So the error might have been caused by the network change?-----------------1) Please investigate what might have caused this behavior2) When we see errors like the above, we see a lot of generic language and a code (which doesn't seem to match anything in Graylog). How can we use this to track what's going on?We need more information from errors like these and, if this code is a traceid, it needs to be more complete (if it's not a traceid please share with [~accountid:5c866241ee0f2d70e23c48f2] and [~accountid:5a382c68280a8d389404e30b] what the error code means).This was found in Production on version 1.74.5 of the Web Recorder",NULL
REB-7239,Advisor screen - user sees multiple Javascript errors,"User on Production, logged on to Analyst account as administrator and also to 'beta' Chrome Advisor (1.74.5.1) on Production on Analyst account, sees multiple Javascript errors on the Advisor screen.We had a long call trying to reproduce issues with his accounts, here's the entire call: [^Scott_testing_9-18-19.mp4] You can see issues appear around 9:40 in the call (advisor icon hangs in left panel), the Javascript errors appear around 10:30 in the call and then further wonky behavior ensues a bit later.We revisit the Advisor screen around 22:17 in the recording and you can see that it continues cycling and then later we view the console and see the Javascript errors again: [^analyst.opuseps.com-1568818641839.log] Later that day I attempted to reproduce these errors by logging in to the Analyst account as an admin and to the same version of the Chrome Advisor, but I was unable to get these Javascript errors to appear, or any strange behavior, when I visited the Advisor screen.Please review these errors and try to determine what might be causing them.",NULL
REB-7225,Advisor Widget - Update to use the same experience as Embedded Snippet,"As any user of Opus, the Advisor widget within opuseps.com should behave the same as the Embedded Snippet.* When clicking the bulb, I should see the panel experience like in REB-7224* When I select a document, it should load in the panel like REB-7224 instead of a new window.",NULL
REB-7224,Embedded Advisor - Update UI to match injected Advisor - create public library for Embedded Advisor and web portal,"As an user on a page with the embedded advisor, when I click the lightbulb icon, the UI should be identical to the Injected advisor panel* Reskin Embedded Advisor results to appear like the injected panel in the page* Use an iframe to display the web version of the panel as in the 3rd screenshot** This would allow them to click to view the document in the same page** This would also allow search to work in that same page* When closing the ""panel"" the light bulb icon will reappear !image-2019-09-18-16-36-22-043.png|thumbnail!  !image-2019-09-18-16-38-16-481.png|thumbnail!  !image-2019-09-18-16-49-16-864.png|thumbnail!  !image-2019-09-18-16-48-45-360.png|thumbnail! ",NULL
REB-7221,Editor - detect when Recording has no steps successfully uploaded,"As a user, completing a recording and clicking on the 'review recording' or 'edit recording' button to open an Edit window, if the recording was defective, the Edit window will open with the skeletonized UI but it will cycle indefinitely.In this case we should show the user an error message such as title: Recording Emptycontent: We regret this recording was not uploaded correctly. Please press 'Continue' to return.action: Continue - when user clicks Continue, redirect window to Content Manager (if user can access this screen) or their Content List (if user doesn't have permission to access Content Manager)*Update* - Also, please add the words of this modal window to the Application Language UI",NULL
REB-7218,Target Apps - UI Feedback,"* For the Opus Application ONLY, move the target apps icon to the left so it is aligned with the others* When a user types text in the ""Find"" search box and hits <Enter> to find the initial match, allow the user to continue to hit <Enter> to keep finding the next match* In both the Find and Replace search box, add an X to the far right of each in order to “Clear” each box accordingly",NULL
REB-7217,Oauth - Change Implicit flow to Authorization Code grant - Portal,"In order to address security concerns with the current Oath implicit flow, we need to change this to use the Authorization Code Grant* Refactor the portal to use the Authorization Code Grant for authentication",NULL
REB-7216,Desktop Recorder - stop adding Browser name to Windows Caption field,"As a user, using the Desktop Recorder to record a Web application, the name of the browser is being added to the end of the Windows Caption field for the step: !Chrome_caption.jpg|thumbnail!  !edge_caption.jpg|thumbnail!  !firefox_caption.jpg|thumbnail!  !IE_caption.jpg|thumbnail! Stop adding the name of the browser to the end of the Windows Caption field.",NULL
REB-7214,Books - Download HTML - Create and Get HTML output in viewer and content,"As a user that has access to Books, I need the ability to download all of the HTML for a Book.*Acceptance Criteria:** Using the same methods to compile and download HTML for content, we need this functionality for Books* The download must be a single zipped folder with all of the proper assets included (no individually zipped files/folders in the main zipped folder)* Add a ""Download HTML"" button when viewing a Book in Book Viewer (Via Books and Book Manager)* When a Book is selected from the Book Manager and a user selects ""Download Output"", create a new modal with a drop down that will include ""PDF File (.pdf)"" and ""Download HTML (.zip)"" - Update language on all modals accordingly* Downloading HTML via the two methods above must be sent via email (leverage the Book Export email template and update the language accordingly)",NULL
REB-7213,Books - Download HTML - update Content library,"As a user that has access to Books, I need the ability to download all of the HTML for a Book.*Acceptance Criteria:** Using the same methods to compile and download HTML for content, we need this functionality for Books* The download must be a single zipped folder with all of the proper assets included (no individually zipped files/folders in the main zipped folder)* Add a ""Download HTML"" button when viewing a Book in Book Viewer (Via Books and Book Manager)* When a Book is selected from the Book Manager and a user selects ""Download Output"", create a new modal with a drop down that will include ""PDF File (.pdf)"" and ""Download HTML (.zip)"" - Update language on all modals accordingly* Downloading HTML via the two methods above must be sent via email (leverage the Book Export email template and update the language accordingly)",NULL
REB-7212,Books - Download HTML - Create an Offline HTML project to handle HTML output,"As a user that has access to Books, I need the ability to download all of the HTML for a Book.*Acceptance Criteria:** Using the same methods to compile and download HTML for content, we need this functionality for Books* The download must be a single zipped folder with all of the proper assets included (no individually zipped files/folders in the main zipped folder)* Add a ""Download HTML"" button when viewing a Book in Book Viewer (Via Books and Book Manager)* When a Book is selected from the Book Manager and a user selects ""Download Output"", create a new modal with a drop down that will include ""PDF File (.pdf)"" and ""Download HTML (.zip)"" - Update language on all modals accordingly* Downloading HTML via the two methods above must be sent via email (leverage the Book Export email template and update the language accordingly)",NULL
REB-7211,Sisense - Changes to creating users,"Based on the clients feedback, we need to change how we are currently creating sisense users on SSO.* Remove the ""opus_"" from the begining of each user in sisense. The sisense user should be the same email as in Opus without any alterations.* Change the groups that users are assinged to when they are created:** Every user/role for each tennant should now be added to a single group.** The group name should be the same as the sub-domain for the tenant. Ex. a user for tennant trays58.opuseps.com should be added only to a group named ""trays58""",NULL
REB-7203,Enhanced logging to enable application troubleshooting,"Support engineers need to be able to find relevant document information in Graylog when reviewing problems.  Debug, Info and Error level logs should have relevant data values included in the log.For example, if a log involves a particular file with an id# that id# must be included.Additionally, we need the ability to find a document by document id or branch number or a tenant by tenant ID.  We don't display that information in any of the document, element, language, customer or element lists.  Perhaps displaying the identifying information for root account logins or an optional setting to enable viewing the primary key fields would improve our problem resolution tool set and improve the efficiency of customer support.For example; we have an internal user, Scott, that is having a intermittent error.  Scott is having this issue often in his production demo account “Analyst”. Cameron and Theresa are the only other users to report this issue but not regularly. There are at least three traceids available showing this error or similar error. Although there are two error messages; “No branch exists for this document or file” and “No content exists for this document or task” both appear after returning to a previously open Opus tab.h2. Description from Salesforce ticket:i emptied the recycle bin and got this error*Update* error occurs after moving to a different opus tab from the recycle bin page*Update 2* Error occurs when moving between browsers tabs outside of Opus to an Opus browser tab.h2. Typical Graylog entries:h3. Actual Opus exception failure:[https://logs.27global.com/messages/graylog_227/e7a8d1c0-d49f-11e9-9ac6-12777fd9bb64|https://logs.27global.com/messages/graylog_227/e7a8d1c0-d49f-11e9-9ac6-12777fd9bb64]h3. Log entry immediately prior to failure:[https://logs.27global.com/messages/graylog_227/e7a85c90-d49f-11e9-9ac6-12777fd9bb64|https://logs.27global.com/messages/graylog_227/e7a85c90-d49f-11e9-9ac6-12777fd9bb64]Obviously, the Graylog entries do not contain any identifying data to narrow down the cause of the failureh2. Fullstory:[https://fsty.io/v/cX32GGp|https://fsty.io/v/cX32GGp][https://fsty.io/v/8wsprTV|https://fsty.io/v/8wsprTV][https://fsty.io/v/p9DHK6B|https://fsty.io/v/p9DHK6B]!ss2.jpg|width=1536,height=864!!ss1.jpg|width=1536,height=864!!ss3.jpg|width=1536,height=864!",NULL
REB-7200,SSO - User Management - Change Account Owner,"As a customer admin, in an SSO-linked Opus account, I want to be able to change the current Account Owner.*Currently* I am unable to change an Account Owner unless I turn SSO off in a customer account first.The 'Assign Account Ownership' option should be available as an account admin whether or not SSO is turned on.",NULL
REB-7199,Content List - default customer account to 'Content Library' view,"As a user in a customer account, viewing the Content List, I want it to default to the 'Content Library' view.Set the 'Content Location' dropdown to the 'Content Library' view by default, rather than 'All Content.' So every time I come to the Content list screen, I should see only my local customer account content, and I will have to set it to view 'All Content' or 'Public Library' in order to see the Public Library content in the list.",NULL
REB-7196,ODARC Issue - Explanation Frame Test,"Any explanation frame should be converted to the proper frame/step order as it appears within the UPK topic.  The text within the explanation frame should come over as a Step Note within Opus.Review the related files for ""Explanation Frame Test"":https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0",NULL
REB-7195,ODARC Issue - Decision Frame,"The Decision Frame options to appear with the proper text for both the decision frame header, and the same text for the options.  Those options should also lead to the proper location within the step order.The main difference in how we use Forks and how UPK Decision Frames operate, is that Forks will automatically proceed with the rest of the content once the path is complete, whereas UPK Decision Frames will use the TargetFrame to redirect itself to another frame/step.  This step redirection should only be applicable in the simulation modes.Review the related files for ""Decision Frame"":https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0",NULL
REB-7194,ODARC Issue - Content with Audio,"After converting content with audio, the associated .wav file for each step should also be converted as well and play back on the appropriate step.Review the related files for ""Content with Audio"":[https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0|https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0]In order to fix this story, the team allowed the audio file type .wav to be played in demo and they also allowed .wav files to be uploaded via the Audio element so this will need to be tested, as well.  The audio plays in the latest versions of Chrome, Firefox, and MS Edge, BUT it IE11 does not support this audio file.*Testing Requirements*# .wav files can now be uploaded (in addition to .mp3 files) in Editor.# Embedded .wav files will play when activated successfully in Static content types and will play automatically on the appropriate steps for Simulation content types## For all browsers _except_ IE11. In IE11 the .wav file will not play in Static content types ('invalid source' text appears in the embed) and is skipped automatically in Simulation content types# When .odarc files with content with Audio are converted (should be available from Tom’s archive of .odarc test files), whether they are .wav or .mp3, they should be embedded correctly in the appropriate content items",NULL
REB-7193,ODARC Issue - Concept Pane Web Pages or Package,"If a UPK topic has a concept pane, this should be converted as a Note element at the top of the step list.  The contents of the concept pane should also be available in this Step note.  This would require recognizing specific areas of the Manifest.xml, and pulling files from the odarc folder structure in what is referenced in the manifest.xml, then storing it in Content Manager for use in the Note element.For example, if the concept pane of a topic is a png from a package, the Step Note should have the PNG (no bordered Note structure as seen in a typical Note element) . If the concept pane is a web page which is more likely to be the case with converted odarc content, then this same web page can be used as the Note.Review the related files for ""Concept Pane Web Pages or Package"":[https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0|https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0]",NULL
REB-7192,"ODARC Issue - Bubble, Start, and End Frame Text","The expectation would be for this text to appear as a Note after all of the recorded steps, if there is text here.Review the related files for ""Bubble, Start, and End Frame Text"":[https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0|https://www.dropbox.com/sh/4xp8uoo9lo93dcl/AAAGkb27gu9zAJY3fCc_D6VRa?dl=0]",NULL
REB-7191,Desktop Advisor - Detect Additional Mapping in IE - Investigate,"As a user of Desktop Advisor, I should be able to get matches just like Web Advisor when using a site in IE that has additional contexts.* Investigate ability of Desktop Advisor to inspect HTML from DOM for additional mappings",NULL
REB-7190,PowerPoint Output - Additional Elements,"As any user with the ability to export documents, I would like to be able to export a document as a powerpoint. AC:* Add new download output option for PowerPoint (.pptx) based on POC* Each “Element” of a document should be in it’s own slide unless otherwise specified. Limit scope of this story to headers, steps, and notes.** Each “header” should be displayed on it’s own slide** Each Step in a document becomes a slide (image in center, title above, instruction text below)** For grouped steps, instruction text is ordered below image. Groups are limited to three steps per image, if a group exceeds three steps it is pushed to additional slides.** Notes should be display on their own slide whether in a step or standalone",NULL
REB-7185,"HTML Download - Remove the ""humans"" text file from download","* HTML Download - Remove the ""humans"" text file from download. This is not needed.!image-2019-09-11-13-28-01-395.png|width=200,height=183! ",NULL
REB-7182,Eula - No setup flow for SSO if no Eula selected,"As a user of an SSO account that has NEVER signed into Opus, I should NOT have to go through a setup process when signing into opus the first time, via SSO IF there is no EULA to agree toCurrently, I am directed to the profile page to agree to the EULA.* Ep Admin should be able to remove all EULA’s from an account by deselecting that account from the EULA.* If the account has NO EULA to agree to, this section should not appear to them in the setup* For SSO, since all setup information is included in their SSO sign in, they should be passed directly to the dashboard on sign-in since no further information is required",NULL
REB-7157,Eula - Manaual trigger to have user's re-agree,"As any user to the system, currently if a EULA is updated in ANY way, every user has to agree to the eula again on next login. Instead, we need to change this to a manual trigger so that the Epilogue Admin can decide when they want users to have to agree again.* Remove logic that triggers agreement dialog on any change to the EULA* Add icon to the left of the 'edit"" icon for ""Require Agreement"". Use the following icon: https://materialdesignicons.com/icon/refresh** When the Epilogue Admin clicks this icon, display a toast message to confirm ""Updated agreement will be required for customer accounts""** For each account assigned to that EULA, the should have to re-agree to the EULA at the next login for ONLY the EULA that was triggered (since a user may have multiple EULA's)** Once they have agreed, they will NOT see the EULA again until the Ep. Admin manually triggers this again.",NULL
REB-7154,Customer Account A should not be able to access content on Customer Account B,"As a customer, my content should not be accessible by other customers because my content may contain sensitive data. STR:# Copy a link to a document on a customer account (Account A) – example: [https://elvis.dev-opuseps.com/app/content/tasks/63409|https://elvis.dev-opuseps.com/app/content/tasks/63409]# Logout of any open Opus accounts, and go to the link copied in step 1# You will be redirected to a login page, login with Account B (keep in mind the content you're trying to access belongs to Account A)# You're able to see the contentAC:* Redirect links to content should only be accessible if the content belongs to the account that is logging in",NULL
REB-7147,Import Manager: Notes on certain imported rstx files are empty,"As a user with Import permissions, importing rstx files such as the attachments below, the note elements titled Instruction Note are blank in the resulting Opus file.This is because these rstx files were originally created before version 9.0 in the Legacy system. The <additionaltext> tag contains simple HTML in these documents.  In later versions the <addtionaltext> tag contained openoffice XML format.  We need to have our importer read these files (the ones created before version 9.0 in Legacy) and successfully import Note content from them, *as well as* the Note content from files created after version 9.0.Here’s an example of ‘additionaltext’ in one of these files:h2. Format as imported from 7.4 -> 9.0<additionaltext>&lt;DIV align=left&gt;&lt;P class=PStepNote&gt;&lt;SPAN class=C100IconNote&gt;&lt;IMG alt="""" hspace=0 src=""#PlaceHolderNoteImages\\Information.GIF"" border=0 DESIGNTIMEURL=""#PlaceHolderNoteImages\\Information.GIF""&gt;&lt;/SPAN&gt;&lt;SPAN style=""mso-tab-count: 1""&gt;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp; &lt;/SPAN&gt;&lt;STRONG&gt;Information:&amp;nbsp; &lt;/STRONG&gt;This is used for updated Price List or Band prices.&amp;nbsp; The procedure for customer specific prices is located below.&lt;/P&gt;&lt;/DIV&gt;</additionaltext>Here’s an example of ‘additionaltext’ in a file where we are currently successfully importing Note content:h2. Format as imported from 9.1<additionaltext>&lt;?xml version=""1.0"" standalone=""yes""?&gt;&lt;?mso-application progid=""Word.Document""?&gt;&lt;pkg:package xmlns:pkg=""http://schemas.microsoft.com/office/2006/xmlPackage""&gt;&lt;pkg:part pkg:name=""/_rels/.rels"" pkg:contentType=""application/vnd.openxmlformats-package.relationships+xml"" pkg:padding=""512""&gt;&lt;pkg:xmlData&gt;&lt;Relationships xmlns=""http://schemas.openxmlformats.org/package/2006/relationships""&gt;&lt;Relationship Id=""rId1"" Type=""http://schemas.openxmlformats.org/officeDocument/2006/relationships/officeDocument"" Target=""word/document.xml""/&gt;&lt;/Relationships&gt;&lt;/pkg:xmlData&gt;&lt;/pkg:part&gt;&lt;pkg…  1227 lines omitted for brevity w:left=""6480"" w:hanging=""360""/&gt;&lt;/w:pPr&gt;&lt;w:rPr&gt;&lt;w:rFonts w:ascii=""Wingdings"" w:hAnsi=""Wingdings"" w:hint=""default""/&gt;&lt;/w:rPr&gt;&lt;/w:lvl&gt;&lt;/w:abstractNum&gt;&lt;w:num w:numId=""1""&gt;&lt;w:abstractNumId w:val=""0""/&gt;&lt;/w:num&gt;&lt;w:num w:numId=""2""&gt;&lt;w:abstractNumId w:val=""1""/&gt;&lt;/w:num&gt;&lt;w:num w:numId=""3""&gt;&lt;w:abstractNumId w:val=""3""/&gt;&lt;/w:num&gt;&lt;w:num w:numId=""4""&gt;&lt;w:abstractNumId w:val=""2""/&gt;&lt;/w:num&gt;&lt;w:num w:numId=""5""&gt;&lt;w:abstractNumId w:val=""4""/&gt;&lt;/w:num&gt;&lt;w:num w:numId=""6""&gt;&lt;w:abstractNumId w:val=""1""/&gt;&lt;w:lvlOverride w:ilvl=""0""&gt;&lt;w:startOverride w:val=""1""/&gt;&lt;/w:lvlOverride&gt;&lt;/w:num&gt;&lt;/w:numbering&gt;&lt;/pkg:xmlData&gt;&lt;/pkg:part&gt;&lt;/pkg:package&gt;</additionaltext>",NULL
REB-7132,"Recorders and Advisors - Add an ""Info"" icon to all apps and link to Published Content","As a user that has access to any of the recorder and advisor applications, I need the ability to see and click an ""Info"" icon/option that will open an eAssistant window.*Acceptance Criteria:** The Web and Desktop Recorder will have an ""Info"" icon on the far right of the ""Go to My Tasks"" icon (https://materialdesignicons.com/icon/information)* The Web and Embedded Advisors will have an ""Info"" icon on the far right of the ""Update Context"" icon (https://materialdesignicons.com/icon/information)* The Desktop Advisor will have an ""Information"" option in the right-click menu* A config file must be created on the BE where each of the applications listed above will have a corresponding URL that can be added.  This URL will be a corresponding published (Public Library) document.* When a user clicks on the ""info"" icon/link it will open that corresponding document from the config file",NULL
REB-7131,SSO - Linking to Content - post-authentication forwarding: new and deleted users,"As a user in an SSO-linked Opus customer account, if I click on a link to a content item (ex: [https://opusokta.opuseps.com/app/content/tasks/16328?doctype=1)|https://opusokta.opuseps.com/app/content/tasks/16328?doctype=1] and I am not currently logged in to my SSO account, in the following edge cases I am still not redirected to my content:# If I have been deleted from the Opus account (but still live on the SSO account, or if my SSO account hasn’t been fully set up yet)# If I haven’t gone through the invite and setup wizard process in Opus yetFor case #1, what I will typically experience if I go to [https://opusokta.opuseps.com/app/content/tasks/16328?doctype=1|https://opusokta.opuseps.com/app/content/tasks/16328?doctype=1] and I’ve been deleted from the Opus account or my SSO account hasn’t been setup yet and I don’t exist on the Opus account yet, is that I’ll be directed to the Opus root login and putting in my SSO account username will prompt a request for a password (which I don’t have):!forwarding_issue_firefox.jpg|width=1280,height=617!Instead, we need the forwarding logic to send users to the login for the Opus account subdomain (opusokta in this instance)For case #2, if I click on the link but haven’t gone through setup in Opus yet, I will go through the invite and wizard screens in Opus and lose my redirect:!invitation_no_redirect.jpg|width=1399,height=599!Instead we need to make sure we keep the redirect while we go through these screens.",NULL
REB-7107,Update Sisense Embed to remove Filter Panel,The client has decided they do not want the filter panel available in the Sisense Dashboard. Please add the correct parameter to the iframe URL to remove this.* Add parameter to iframe URL to remove the filter bar** https://documentation.sisense.com/latest/administration/embedded-analytics/embedding-sisense/embed-sisense.htm#gsc.tab=0,NULL
REB-7106,"Viewer - Add Closed Captioning for Simulations - Demo, Interactive, and Test","As a user, viewing Simulations (Demo, Interactive, and Test), I want to be able to turn on Closed Captioning and view the Window Caption (or Image Description, if available) for each step image.The closed captioning icon and panel should be positioned like this: !closed_captioning.jpg|thumbnail! The closed captioning icon should be drawn from here:https://materialdesignicons.com/icon/closed-caption-outlineWhen closed captioning is turned on, the panel will become visible.When it is turned off, the panel will be hidden.The panel will hold the 'Accessibility' text - the 'Image' and 'Instruction' text - just as they appear in the 'Accessibility' content type. Just as in that content type, the 'Image' text will be drawn from the Window Caption by default, but if the Image Description is available for that step it will be that instead. The 'Instruction' will be an unstyled version of the step instruction.If necessary, when closed captioning is activated, the panel area will be made taller in order to accommodate its text.",NULL
