Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Components,Components,Components,Components,Components,Components,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual Points),Custom field (Affected services),Custom field (Author),Custom field (Author)Id,Custom field (Bug Category),Custom field (Bug Category),Custom field (Bug Root Cause),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Clockwork Timer),Custom field (Content type),Custom field (Developer),Custom field (Developer)Id,Custom field (Development),Custom field (Due Date),Custom field (Epic Link),Custom field (Estimated Hours),Custom field (Feature),Custom field (Feature),Custom field (Feature),Custom field (Fix In Build),Custom field (Found Phase),Custom field (Found in Build),Custom field (Impact),Custom field (Issue color),Custom field (Mockup),Custom field (Publication date),Custom field (Pull requests),Custom field (Rank),Custom field (Report Story Points),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Satisfaction rating,Custom field (Skill),Custom field (Skill),Custom field (Skill),Custom field (Skill),Custom field (Skill),Custom field (Skill),Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Tester),Custom field (Tester)Id,Custom field (Time to first response),Custom field (Time to resolution),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Status Category
[BE] KGP App - Main Screen,KANOO-5663,31521,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,dao ngoc duy tan,5e8c33ed6c8ec30b8ac87a95,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,27/Jul/21 9:54 AM,27/Jul/21 9:59 AM,28/Jul/21 5:39 PM,,,S31_Milestone 1,,,,,,,,0,,,Follow [https://kardsys.atlassian.net/browse/KANOO-5225|https://kardsys.atlassian.net/browse/KANOO-5225|smart-link] ,,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-5225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyen Trung Tinh,5f83c71bbd30210069cbc5eb,{},28/Jul/21 12:00 AM,KANOO-5223,,,,,,,,,,,,,2|i00een:,,,,,,Backend,,,,,,Kanoo Sprint 31 - Kanoo Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[BE] - Security - Apply Authencation on Gateway Server,KANOO-5662,31520,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Huy Tang,557058:4c602b42-35ce-411c-b900-8ebe293945b4,Nguyen Minh Thai,5c75f48232e60d5a276b3f0a,Nguyen Minh Thai,5c75f48232e60d5a276b3f0a,27/Jul/21 9:31 AM,27/Jul/21 9:33 AM,28/Jul/21 5:39 PM,,,,,,,,,,,0,Kanoo_Urgency_Taskforce,,"# Build Gateway server
# Config Authencation with UserService on Gateway server
# Re-check Authencation on UserService.
# Apply authentication on Gateway server using UserService",,Nguyen Minh Thai,,,,,,,,,5c75f48232e60d5a276b3f0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,2|i00eef:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[BE] - Product Details - Add Quantity field,KANOO-5661,31519,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,27/Jul/21 2:13 AM,27/Jul/21 2:14 AM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,Follow [https://kardsys.atlassian.net/browse/KANOO-5637|https://kardsys.atlassian.net/browse/KANOO-5637|smart-link] ,,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-5637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/Jul/21 2:13 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-184723.png;https://kardsys.atlassian.net/secure/attachment/37722/image-20210726-184723.png,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4139,,,,,,,,,,,,,2|hzwwke:yqhli,,,,,,Backend,,,,,,Kanoo Sprint 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[Web] Kanoo App - Product Details - Add Quantity field,KANOO-5660,31518,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,27/Jul/21 2:10 AM,27/Jul/21 2:14 AM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"Follow [https://kardsys.atlassian.net/browse/KANOO-5637|https://kardsys.atlassian.net/browse/KANOO-5637|smart-link] 

*Mockup*

!image-20210726-191153.png|width=100%!",,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-5637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/Jul/21 2:10 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-184723.png;https://kardsys.atlassian.net/secure/attachment/37720/image-20210726-184723.png,27/Jul/21 2:12 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-191153.png;https://kardsys.atlassian.net/secure/attachment/37721/image-20210726-191153.png,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4139,,,,,,,,,,,,,2|hzwwke:yqhl,,,,,,WebApp,,,,,,Kanoo Sprint 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[PWK] - Kanoo Wallet - Payment with Linked Credit Card,KANOO-5659,31517,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,High,,,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,27/Jul/21 1:27 AM,27/Jul/21 2:18 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"As a Kanoo user making payment in PWK, I should have the ability to use my linked credit card as a payment method

*Acceptance Criteria*

* After selecting Kanoo Wallet then login, I can see the list of cards in Kanoo wallet by clicking on Change. In this list, display linked Credit Cards
** Display last 4 digits of Credit Card for user to easily realize that card
* I have to enter wallet PIN as normal.
* Validations when clicking on Make Payment button
** Validate wallet PIN
** Validate Transaction limits for CRedit Card payment (view [https://kardsys.atlassian.net/browse/KANOO-5658|https://kardsys.atlassian.net/browse/KANOO-5658|smart-link] )

+_Money Flow_+

# Kanoo User is charged Credit Card amount
# That amount goes to Kanoo Credit Card (Reserve Account)
# It withdraws the same amount from Kanoo Cash Card (Reserve Account)
# It charges merchant *“Other Credit Cards - Processing Fee”.* 
# The remaining amount goes to Merchant Cash Card Balance

+_After payment_+

* After payment is successful, it navigates to Complete screen as normal
* Fee
** Don’t charge user any types of fees
** Merchant is charged *“Other Credit Cards - Processing Fee”*
* Transaction
** Record transactions in Visipay, ARM Merchant, ARM Master, User Site
** Visipay
*** Type: External Payment
*** Remitter: <Kanoo User full name>
*** Beneficiary: <Store Name>
** ARM Merchant, ARM Master
*** Type: External Payment
*** Remitter: <Kanoo User full name>
*** Beneficiary: <Store Name>
*** Credit Amount: <amount>
** User Site
*** Type: External Payment
*** Remitter: <Kanoo User full name>/<last 4 digit of User Credit Card>
*** Beneficiary: <Store Name>/<last 4 digit of Merchant Cash Card>
** There is also Commission Send transaction as normal
* In Visipay, when going to Credit Cards page then selecting the card that I used to made payment, it also updates transactions
* In ARM Merchant, when going to Transaction page, I can make a refund on that Credit Card transaction

*Sample*:

!image-20210726-183645.png|width=100%!",,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-4969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/Jul/21 1:27 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210620-142928.png;https://kardsys.atlassian.net/secure/attachment/37717/image-20210620-142928.png,27/Jul/21 1:36 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-183645.png;https://kardsys.atlassian.net/secure/attachment/37718/image-20210726-183645.png,27/Jul/21 2:18 PM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210727-071811.png;https://kardsys.atlassian.net/secure/attachment/37741/image-20210727-071811.png,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4965,,,,,,,,,,,,,2|hzwwke:yqhjt,,,,,,WebApp,,,,,,Kanoo Sprint 32,,,,,,,,,,,,,,"27/Jul/21 2:18 PM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;[~accountid:5da94264ba2c320c2c315fb6] Please uses these logos below to display credit Card

!image-20210727-071811.png|width=340,height=566!",,,,,,,,,,,,,,,,,,,,,To Do
[PWK] - KYC Level - Credit Card Transaction Limitation,KANOO-5658,31516,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,27/Jul/21 1:15 AM,27/Jul/21 2:12 AM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"* When making transactions by Credit Card via Kanoo Wallet PWK, if user reaches limits, display messages as below
* Level 1
** Over the Daily transaction limit: {color:#00b8d9}_“You cannot transact more than $500.00 a day”_{color}
** Over the monthly transaction limit:{color:#00b8d9}_“You cannot transact more than $500.00 a month”_{color}
* Level 2:
** Over the Daily transaction limit:{color:#00b8d9}_“You cannot transact more than $2,500.00 a day”_{color}
** Over the Daily transaction limit:{color:#00b8d9}_“You cannot transact more than $15,000.00 a month”_{color}",,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-5650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/Jul/21 1:15 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-171706.png;https://kardsys.atlassian.net/secure/attachment/37715/image-20210726-171706.png,27/Jul/21 1:15 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-173326.png;https://kardsys.atlassian.net/secure/attachment/37716/image-20210726-173326.png,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-5657,,,,,,,,,,,,,2|hzwwke:yqhjzx,,,,,,WebApp,,,,,,Kanoo Sprint 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[Android] KanooPOS - KYC Level - Credit Card Transaction Limitation,KANOO-5656,31514,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,27/Jul/21 1:08 AM,27/Jul/21 1:15 AM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,Follow [https://kardsys.atlassian.net/browse/KANOO-5655|https://kardsys.atlassian.net/browse/KANOO-5655|smart-link] ,,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/Jul/21 1:08 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-171706.png;https://kardsys.atlassian.net/secure/attachment/37713/image-20210726-171706.png,27/Jul/21 1:08 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-173326.png;https://kardsys.atlassian.net/secure/attachment/37714/image-20210726-173326.png,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-5657,,,,,,,,,,,,,2|hzwwke:yqhjzv,,,,,,Android,,,,,,Kanoo Sprint 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[iOS] KanooPOS - KYC Level - Credit Card Transaction Limitation,KANOO-5655,31513,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,27/Jul/21 1:05 AM,27/Jul/21 1:15 AM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"* When making transactions such as Pay in POS❓ , if user reaches limits, display messages as below
* Level 1
** Over the Daily transaction limit: {color:#00b8d9}_“User cannot transact more than $500.00 a day”_{color}
** Over the monthly transaction limit:{color:#00b8d9}_“User cannot transact more than $500.00 a month”_{color}
* Level 2:
** Over the Daily transaction limit:{color:#00b8d9}_“User cannot transact more than $2,500.00 a day”_{color}
** Over the Daily transaction limit:{color:#00b8d9}_“User cannot transact more than $15,000.00 a month”_{color}",,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-5650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/Jul/21 1:05 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-171706.png;https://kardsys.atlassian.net/secure/attachment/37711/image-20210726-171706.png,27/Jul/21 1:05 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-173326.png;https://kardsys.atlassian.net/secure/attachment/37712/image-20210726-173326.png,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-5657,,,,,,,,,,,,,2|hzwwke:yqhjzr,,,,,,iOS,,,,,,Kanoo Sprint 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[KZ Site] - KYC Level - Credit Card Transaction Limitation,KANOO-5654,31512,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,27/Jul/21 12:53 AM,27/Jul/21 1:14 AM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"* When making transactions such as buying products in KZ Site , if user reaches limits, display messages as below
* Level 1
** Over the Daily transaction limit: {color:#00b8d9}_“You cannot transact more than $500.00 a day”_{color}
** Over the monthly transaction limit:{color:#00b8d9}_“You cannot transact more than $500.00 a month”_{color}
* Level 2:
** Over the Daily transaction limit:{color:#00b8d9}_“You cannot transact more than $2,500.00 a day”_{color}
** Over the Daily transaction limit:{color:#00b8d9}_“You cannot transact more than $15,000.00 a month”_{color}",,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-5650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/Jul/21 12:53 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-171706.png;https://kardsys.atlassian.net/secure/attachment/37709/image-20210726-171706.png,27/Jul/21 12:53 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-173326.png;https://kardsys.atlassian.net/secure/attachment/37710/image-20210726-173326.png,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-5657,,,,,,,,,,,,,2|hzwwke:yqhjzi,,,,,,WebApp,,,,,,Kanoo Sprint 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[BE] Kanoo App - KYC Level - Credit Card Transaction Limitation,KANOO-5653,31511,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,27/Jul/21 12:40 AM,27/Jul/21 1:14 AM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,Follow [https://kardsys.atlassian.net/browse/KANOO-5650|https://kardsys.atlassian.net/browse/KANOO-5650|smart-link] and [https://kardsys.atlassian.net/browse/KANOO-5652|https://kardsys.atlassian.net/browse/KANOO-5652|smart-link] ,,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-5650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/Jul/21 12:40 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-171706.png;https://kardsys.atlassian.net/secure/attachment/37706/image-20210726-171706.png,27/Jul/21 12:40 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-173326.png;https://kardsys.atlassian.net/secure/attachment/37707/image-20210726-173326.png,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-5657,,,,,,,,,,,,,2|hzwwke:yqhjy,,,,,,Backend,,,,,,Kanoo Sprint 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[Web] Kanoo App - KYC Level - Credit Card Transaction Limitation,KANOO-5652,31510,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,27/Jul/21 12:39 AM,27/Jul/21 1:14 AM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"* When going to the KYC information screen, I see one more tab called Credit Card. Selecting this can see 2 things
** Daily Transaction Limit
*** Level 1: The limit is $500.00 a day
*** Level 2: The limit is $2500.00 a day
** Monthly Transaction Limit
*** Level 1: The limit is $500.00 a month
*** Level 2: The limit is $15,000.00 a month
* Each one should display the remaining and the limit numbers as Cash Card and The Sand Dollar Card did.
* When making transactions such as buying products, gift cards in Marketplace or KZ Site or in PWK, if user reaches limits, display messages as below
** Level 1
*** Over the Daily transaction limit: {color:#00b8d9}_“You cannot transact more than $500.00 a day”_{color}
*** Over the monthly transaction limit:{color:#00b8d9}_“You cannot transact more than $500.00 a month”_{color}
** Level 2:
*** Over the Daily transaction limit:{color:#00b8d9}_“You cannot transact more than $2,500.00 a day”_{color}
*** Over the Daily transaction limit:{color:#00b8d9}_“You cannot transact more than $15,000.00 a month”_{color}
* If user is in KYC level 1, going to CRedit Card details will see a suggestion to upgrade to level 2 as other cards. The text on the that suggestion should be {color:#00b8d9}_“Your current card only allows for $500.00 of transaction per month. Increase your limit to $15,000.00 per month.“_{color}

*Mockup:* 

!image-20210726-175053.png|width=100%!",,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-5650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/Jul/21 12:39 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-171706.png;https://kardsys.atlassian.net/secure/attachment/37704/image-20210726-171706.png,27/Jul/21 12:39 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-173326.png;https://kardsys.atlassian.net/secure/attachment/37705/image-20210726-173326.png,27/Jul/21 12:50 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-175053.png;https://kardsys.atlassian.net/secure/attachment/37708/image-20210726-175053.png,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-5657,,,,,,,,,,,,,2|hzwwke:yqhjz,,,,,,WebApp,,,,,,Kanoo Sprint 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[Android] Kanoo App - KYC Level - Credit Card Transaction Limitation,KANOO-5651,31509,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,27/Jul/21 12:17 AM,27/Jul/21 1:14 AM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,Follow [https://kardsys.atlassian.net/browse/KANOO-5650|https://kardsys.atlassian.net/browse/KANOO-5650|smart-link] ,,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-5650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/Jul/21 12:17 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210726-171706.png;https://kardsys.atlassian.net/secure/attachment/37702/image-20210726-171706.png,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-5657,,,,,,,,,,,,,2|hzwwke:yqhjx,,,,,,Android,,,,,,Kanoo Sprint 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
