Key,Issue Type,Summary,Description,Story Points,Status,Skill,Components,Epic Link,Sprint,Bug Category,Bug Root Cause,Start date,Due Date,Author,Priority,Assignee,Actual Points,Affected services,Affects versions,Approvals,Approvers,Attachment,Change completion date,Change risk,Change reason,Change start date,Change type,Clockwork Timer,Comment,Content type,Created,Creator,Developer,Development,Environment,Due date,Epic Color,Epic Name,Epic Status,Estimated Hours,Feature,Fix In Build,Fix versions,Flagged,Found in Build,Found Phase,Images,Impact,Issue color,Issue ID,Labels,Last Viewed,Linked Issues,Log Work,Mockup,Original estimate,Organizations,parent,Parent Link,Process,Progress,Project,Project Team,Publication date,Pull requests,Rank,Remaining Estimate,Report Story Points,Reporter,Request language,Request Type,Request participants,Resolution,Resolved,Restrict to,Satisfaction date,Satisfaction,Severity,Security Level,Sprint,Status Category,Status Category Changed,Status Transition,Story point estimate,Sub-tasks,Target end,Target start,Team,Team,Tester,Time Spent,Time to resolution,Time tracking,Time to first response,Updated,Votes,Work Ratio,Watchers,[CHART] Date of First Response,[CHART] Time in Status,Σ Original Estimate,Σ Progress,Σ Remaining Estimate,Σ Time Spent
KP-2333,Story,[Web] Kanoo - KZ site - Styling,"Implement section: 
*9. Website color*
*10. Buttons and Icons Color*
*11. Styling*
*13. Product Price*
in [https://kardsys.atlassian.net/browse/KANOO-3040|https://kardsys.atlassian.net/browse/KANOO-3040|smart-link] ",13,Done,WebApp,,KANOO-3040,S2050,,,,,,Medium,Nhan Le,,,,,,,,,,,,,,,12/9/2020 15:36:57,trang.nguyen,Nhan Le,{},,,,,,,,,,,,,,,,24999,,,KP-2332;KP-2334,,,,,,,,0,Kard Platform,,,,2|hzzf9j:,,,trang.nguyen,,,,,,[field not supported],,0,,,,Done,12/9/2020 16:57:45,"210220,210208,210067",,,,,,,,,,,,12/9/2020 16:57:45,0,,1,,,,0,,
KP-2332,Story,[Web] Kanoo - KZ site - Product detail,"Implement section: 
*6. Page “Product Details*
in [https://kardsys.atlassian.net/browse/KANOO-3040|https://kardsys.atlassian.net/browse/KANOO-3040|smart-link] ",5,Done,WebApp,,KANOO-3040,S2050,,,,,,Medium,Nhan Le,,,,,,,,,,,,,,,12/9/2020 15:27:56,trang.nguyen,Nhan Le,{},,,,,,,,,,,,,,,,24998,,,KP-2329;KP-2333,,,,,,,,0,Kard Platform,,,,2|hzzf9b:,,,trang.nguyen,,,,,,[field not supported],,0,,,,Done,12/9/2020 16:57:45,"210219,210207,210043",,,,,,,,,,,,12/9/2020 16:57:45,0,,1,,,,0,,
KP-2329,Story,[Web] Kanoo - KZ site - Featured product detail,"Implement section: 
*5. Page “All Products” - from “Featured Products”*
in [https://kardsys.atlassian.net/browse/KANOO-3040|https://kardsys.atlassian.net/browse/KANOO-3040|smart-link] ",3,Done,WebApp,,KANOO-3040,S2050,,,,,,Medium,trang.nguyen,,,,,,,,,,,,,,,12/9/2020 15:13:43,trang.nguyen,trang.nguyen,{},,,,,,,,,,,,,,,,24995,,,KP-2325;KP-2332,,,,,,,,0,Kard Platform,,,,2|hzzf8n:,,,trang.nguyen,,,,,,[field not supported],,0,,,,Done,12/9/2020 16:57:45,"210218,210206,210023",,,,,,,,,,,,12/9/2020 16:57:45,0,,1,,,,0,,
KP-2325,Story,[Web] Kanoo - KZ site - Featured Collection Detail,"Implement section: 
*4. Page “All Products” - from a specific product category*
in [https://kardsys.atlassian.net/browse/KANOO-3040|https://kardsys.atlassian.net/browse/KANOO-3040|smart-link] ",3,Done,WebApp,,KANOO-3040,S2050,,,,,,Medium,trang.nguyen,,,,,,,,,,,,,,,12/9/2020 14:23:11,trang.nguyen,trang.nguyen,{},,,,,,,,,,,,,,,,24989,,,KP-2323;KP-2329,,,,,,,,0,Kard Platform,,,,2|hzzf7j:,,,trang.nguyen,,,,,,[field not supported],,0,,,,Done,12/9/2020 16:57:45,"210217,210205,209972",,,,,,,,,,,,12/9/2020 16:57:45,0,,1,,,,0,,
KP-2323,Story,"[Web] Kanoo - KZ site - Konnect Zone Featured Collections, Campaign, What’s new today","Implement section: 
{color:#ff5630}D. Body - Konnect Zone Featured Collections{color}
{color:#ff5630}E. Body - Campaign{color}
{color:#ff5630}F. Body - What’s new today{color}
 in [https://kardsys.atlassian.net/browse/KANOO-3040|https://kardsys.atlassian.net/browse/KANOO-3040|smart-link] ",5,Done,WebApp,,KANOO-3040,S2050,,,,,,Medium,trang.nguyen,,,,,,,,,,,,,,,12/9/2020 14:17:17,trang.nguyen,trang.nguyen,{},,,,,,,,,,,,,,,,24987,,,KP-2322;KP-2325,,,,,,,,0,Kard Platform,,,,2|hzzf73:,,,trang.nguyen,,,,,,[field not supported],,0,,,,Done,12/9/2020 16:57:44,"210216,210204,209963",,,,,,,,,,,,12/9/2020 16:57:44,0,,1,,,,0,,
KP-2322,Story,[Web] Kanoo - KZ site - Featured products,Implement section: {color:#ff5630}C. Body - Featured products{color} in [https://kardsys.atlassian.net/browse/KANOO-3040|https://kardsys.atlassian.net/browse/KANOO-3040|smart-link] ,3,Done,WebApp,,KANOO-3040,S2050,,,,,,Medium,trang.nguyen,,,,,,,,,,,,,,,12/9/2020 14:16:20,trang.nguyen,trang.nguyen,{},,,,,,,,,,,,,,,,24986,,,KP-2321;KP-2323,,,,,,,,0,Kard Platform,,,,2|hzzf6v:,,,trang.nguyen,,,,,,[field not supported],,0,,,,Done,12/9/2020 16:57:44,"210215,210203,209951",,,,,,,,,,,,12/9/2020 16:57:44,0,,1,,,,0,,
KP-2321,Story,[Web] Kanoo - KZ site - Featured collections,Implement section: {color:#ff5630}B. Body - Featured collections{color} in [https://kardsys.atlassian.net/browse/KANOO-3040|https://kardsys.atlassian.net/browse/KANOO-3040|smart-link] ,3,Done,WebApp,,KANOO-3040,S2050,,,,,,Medium,trang.nguyen,,,,,,,,,,,,,,,12/9/2020 14:13:01,trang.nguyen,trang.nguyen,{},,,,,,,,,,,,,,,,24985,,,KP-2320;KP-2322,,,,,,,,0,Kard Platform,,,,2|hzzf6n:,,,trang.nguyen,,,,,,[field not supported],,0,,,,Done,12/9/2020 16:57:44,"210214,210202,209946",,,,,,,,,,,,12/9/2020 16:57:44,0,,1,,,,0,,
KP-2320,Story,[Web] Kanoo - KZ site - Featured images,Implement section: {color:#ff5630}A. Body - Featured images{color} in [https://kardsys.atlassian.net/browse/KANOO-3040|https://kardsys.atlassian.net/browse/KANOO-3040|smart-link] ,3,Done,WebApp,,KANOO-3040,S2050,,,,,,Medium,Nhan Le,,,,,,,,,,,,,,,12/9/2020 14:10:15,trang.nguyen,Nhan Le,{},,,,,,,,,,,,,,,,24984,,,KP-2321,,,,,,,,0,Kard Platform,,,,2|hzzf6f:,,,trang.nguyen,,,,,,[field not supported],,0,,,,Done,12/9/2020 16:57:44,"210213,210201,209936",,,,,,,,,,,,12/9/2020 16:57:44,0,,1,,,,0,,
KP-2315,Story,KardPOS - Display transaction for AirPay,"As a merchant staff, after the customer makes payment via AirPay, I want that transaction recorded on KardPOS app.

+*AC*+

*_Transaction List_*

Transaction Category: Card Purchase

User avatar: display the avatar of user who made payment via AirPay.

User’s full name: display the full name of user who made payment via AirPay.

Amount: {color:#36b37e}*+$x.xx*{color}

Transaction Date/Time: keep as the current format.

*_Transaction Detail_*

Transaction Category: Card Purchase

User avatar: display the avatar of user who made payment via AirPay.

User’s full name: display the full name of user who made payment via AirPay.

Amount: {color:#36b37e}*+$x.xx*{color}

Fee: *$x.xx*

Transaction Date: keep as the current format.

Transaction Time: keep as the current format.

Refund Transaction button: allow the staff to refund for customer (the refund flow will be as same as the current one).

+UI:+ 

!image-20210108-084611.png|width=276,height=557!

!image-20210108-084735.png|width=279,height=558!",3,Done,Backend,,KP-1810,S2103,,,,1/29/2021,,Medium,thao tran,,,,,,image-20210108-084611.png;image-20210108-084735.png,,,,,,,"Mobile est 1 point;[~accountid:5caacdb1055f3f7a1824b0dc]
The Transaction Category should be ""Payment"";[~accountid:5b43ade2a492e959f3f3248b] Currently we only use “Payment” on transaction of consumer app, so KardPOS will use the old name “Card Purchase”.",,12/8/2020 18:58:57,Khang Nguyen,Nguyen Tu Nghia,{},,,,,,,POS - Transactions and Orders,,,,,,,,,24971,,,KP-3399;KP-2785;KP-2786,,,,,,,,0,Kard Platform,,,,2|hzx3kf:,,,Khang Nguyen,,,,,,[field not supported],,0,,,,Done,3/16/2021 17:45:51,"253346,241194,238543,237864,237670,226503,225056,209985",,,,,,,,,,,,3/16/2021 17:45:51,0,,3,1/19/2021 16:08:04,,,0,,
KP-2313,Story,[iOS]  - Invite - Update for Finder Commission,Requirement: https://kardsys.atlassian.net/browse/KP-2195,5,Done,iOS,,KP-2183,S2050,,,,,,Medium,thao tran,,,,,,,,,,,,,QA passed on Staging,,12/8/2020 18:55:52,Automation for Jira,buoc,{},,,,,,,,,S2050,,"Hyt_staging_5.9.0.0, KingdomPay Staging 1.6.0.0, Kard staging 1.7.0.0, Greencom Staging 1.7.0.0",,,,,24969,,,KP-2546;KP-2492;KP-2493;KP-2495;KP-2500;KP-2553;KP-2555;KP-2666;KP-2668;KP-2195,,,,,,,,0,Kard Platform,,,,2|hzza0v:,,,Nhu Ho,,,,,,[field not supported],,0,,,,Done,1/11/2021 11:13:03,"225287,216424,214918,212906,210913,209984",,,,,,,,,,,,1/11/2021 11:13:03,0,,2,1/11/2021 11:13:00,,,0,,
KP-2311,Story,[iOS] - KardPOS Tablet - Scan Product Barcode with External Device,+*Requirement:*+ [https://kardsys.atlassian.net/browse/KP-2200|https://kardsys.atlassian.net/browse/KP-2200|smart-link] ,5,To Do,iOS,,KP-2179,,,,,,,High,Nguyen Hong Dang,,,,,,,,,,,,,,,12/8/2020 18:55:12,Automation for Jira,Nguyen Hong Dang,{},,,,,,,,,S2050,,,,,,,24967,,,KP-2180,,,,,,,,0,Kard Platform,,,,2|hzzj73:,,,Nhu Ho,,,,,,[field not supported],,0,,,,To Do,12/8/2020 18:55:12,224997,,,,,,,,,,,,1/19/2021 19:17:29,0,,1,,,,0,,
KP-2310,Story,"[iOS]  - Consumer App - Add option ""Leave at door"" for Delivery Order",Requirement: https://kardsys.atlassian.net/browse/KP-1359,2,Done,iOS,,KP-1364,S2050,,,,,,High,Tu Tran,,,,,,,,,,,,,,,12/8/2020 18:54:37,Automation for Jira,Nguyen Trung Tinh,{},,,,,,,,Hyt_staging_5.9.0.0,S2050,,,,,,,24966,,,KP-1359,,,,,,,,0,Kard Platform,,,,2|hzz9yv:,,,Nhu Ho,,,,,,[field not supported],,0,,,,Done,1/7/2021 18:00:21,"224570,216402,214703,214424,212375,211399",,,,,,,,,,,,1/7/2021 18:00:21,0,,2,,,,0,,
KP-2309,Story,[iOS]  - KardPOS - Update Order Status,Requirement: https://kardsys.atlassian.net/browse/KP-1371,8,Done,iOS,,KP-1364,S2050,,,,,,Medium,Tu Tran,,,,,,,,,,,,,,,12/8/2020 18:54:16,Automation for Jira,Nguyen Trung Tinh,{},,,,,,,,Staging 3.6.0.0,S2050,,,,,,,24965,,,KP-2494;KP-2502;KP-2512;KP-2513;KP-2515;KP-2518;KP-2520;KP-2628;KP-1371,,,,,,,,0,Kard Platform,,,,2|hzz9y7:,,,Nhu Ho,,,,,,[field not supported],,0,,,,Done,1/7/2021 17:47:10,"224552,216097,214702,214322,210393,209983",,,,,,,,,,,,1/7/2021 17:47:10,0,,2,,,,0,,
KP-2307,Story,"[Backend] Consumer App - Add option ""Leave at door"" for Delivery Order",Requirement: https://kardsys.atlassian.net/browse/KP-1359,3,To Do,WebApp,,KP-1364,,,,,,,High,Nhu Ho,,,,,,,,,,,,,,,12/8/2020 17:28:35,Nghia Dao,,{},,,,,,,,,,,,,,,,24962,,,KP-2265,,,,,,,,0,Kard Platform,,,,2|hzzf3r:,,,Nhu Ho,,,,,,[field not supported],,0,,,,To Do,12/8/2020 17:28:35,306266,,,,,,,,,,,,6/7/2021 16:03:58,0,,1,,,,0,,
KP-2302,Story,[Flutter] Order Delivery App - Complete Order - Support New Options,Requirement: https://kardsys.atlassian.net/browse/KP-1370,8,Done,Flutter,,KP-1364,S2050,,,,,,Medium,Tu Tran,,,,,,,,,,,,,,,12/8/2020 15:32:33,Automation for Jira,Tam Nguyen,{},,,,,,,,,S2050,,,,,,,24952,Flutter,,KP-1370,,,,,,,,0,Kard Platform,,,,2|hzz9xr:,,,Nhu Ho,,,,,,[field not supported],,0,,,,Done,1/7/2021 17:58:19,"224568,216510,215231,211416,211415",,,,,,,,,,,,6/7/2021 16:12:41,0,,1,,,,0,,
KP-2301,Story,[Flutter] Order Delivery App - Order List screen,Requirement: https://kardsys.atlassian.net/browse/KP-1368,13,Done,Flutter,,KP-1364,S2050,,,,,,High,Tu Tran,,,,,,,,,,,,,,,12/8/2020 15:32:31,Automation for Jira,Xuan triet,{},,,,,,,,1.1.0(7),S2050,,,,,,,24951,Flutter,,KP-2480;KP-2488;KP-2490;KP-2550;KP-2554;KP-2583;KP-2491;KP-1368,,,,,,,,0,Kard Platform,,,,2|hzz9xj:,,,Nhu Ho,,,,,,[field not supported],,0,,,,Done,1/7/2021 17:58:05,"224567,216508,216505,215711,211532,211531",,,,,,,,,,,,6/7/2021 16:12:41,0,,1,,,,0,,
KP-2300,Story,[Flutter] Order Delivery App - Order Detail screen,Requirement: https://kardsys.atlassian.net/browse/KP-1399,5,Done,Flutter,,KP-1364,S2050,,,,,,Medium,Tu Tran,,,,,,,,,,,,,,,12/8/2020 15:31:29,Automation for Jira,Phat Ho Hoang,{},,,,,,,,1.1.0.7,S2050,,,,,,,24950,Flutter,,KP-2558;KP-2559;KP-2560;KP-2561;KP-2564;KP-2565;KP-2566;KP-2575;KP-2578;KP-2579;KP-2580;KP-2667;KP-2573;KP-1399,,,,,,,,0,Kard Platform,,,,2|hzz9xb:,,,Khang Nguyen,,,,,,[field not supported],,0,,,,Done,1/7/2021 17:56:55,"224561,216498,214707,214440,211626,211625",,,,,,,,,,,,6/7/2021 16:12:39,0,,1,,,,0,,
KP-2299,Story,[iOS] Consumer Apps - Buy Product - Get  the Google address on making Delivery order.,Requirement: https://kardsys.atlassian.net/browse/KP-1401,3,Done,iOS,Consumer_Android_App;Consumer_iOS_Apps;Consumser_Web_Apps,KP-1364,S2050,,,,,,Medium,Tu Tran,,,,,,,,,,,,,,,12/8/2020 15:29:47,Automation for Jira,HUNG PHAN,{},,,,,,,Consumer App - Transactions and Orders,,S2050,,"Hyt Staging 5.9.0.0, KingdomPay Staging 1.6.0.0, Kard staging 1.7.0.0, Greencom Staging 1.7.0.0",,,,,24949,,,KP-1401,,,,,,,,0,Kard Platform,,,,2|hzz9vr:,,,Khang Nguyen,,,,,,[field not supported],,0,,,,Done,1/7/2021 17:57:15,"224563,216431,212661,212508,211561,211398",,,,,,,,,,,,1/7/2021 17:57:15,0,,2,,,,0,,
KP-2298,Story,[Android] Consumer Apps - Buy Product - Get  the Google address on making Delivery order.,Requirement: https://kardsys.atlassian.net/browse/KP-1401,3,Done,Android,Consumer_Android_App;Consumer_iOS_Apps;Consumser_Web_Apps,KP-1364,S2050,,,,,,Medium,Tu Tran,,,,,,,,,,,,,,,12/8/2020 15:29:46,Automation for Jira,Phat Ho Hoang,{},,,,,,,Consumer App - Transactions and Orders,1.7.0.0,S2050,,,,,,,24948,,,KP-2616;KP-1401,,,,,,,,0,Kard Platform,,,,2|hzz9vj:,,,Khang Nguyen,,,,,,[field not supported],,0,,,,Done,1/7/2021 17:57:05,"224562,216417,214478,214013,212615,212614",,,,,,,,,,,,1/7/2021 17:57:05,0,,1,,,,0,,
KP-2290,Story,[iOS]  - Orders - Change UI to display order status,Requirement: https://kardsys.atlassian.net/browse/KP-1365,2,Done,iOS,Consumer_Android_App;Consumer_iOS_Apps,KP-1364,S2050,,,,,,Medium,Tu Tran,,,,,,,,,,,,,,,12/8/2020 9:42:32,Automation for Jira,Nguyen Trung Tinh,{},,,,,,,,Hyt_staging_5.9.0.0,S2050,,,,,,,24934,,,KP-2591;KP-2592;KP-2595;KP-1365,,,,,,,,0,Kard Platform,,,,2|hzz9zr:,,,Khang Nguyen,,,,,,[field not supported],,0,,,,Done,1/7/2021 18:04:43,"224576,216407,215582,214841,214576,211397",,,,,,,,,,,,1/7/2021 18:04:43,0,,2,,,,0,,
KP-2289,Story,[Android]  - Consumer App - Display transaction of external payment,Requirement: https://kardsys.atlassian.net/browse/KP-2145,2,Done,Android,,KP-1394,S2050,,,,,,Medium,thao tran,,,,,,,,,,,,,QA passed on Kard Staging,,12/8/2020 9:40:09,Automation for Jira,Xuan triet,{},,,,,,,Consumer App - Transactions and Orders,HYT 1.7.0.0,S2050,,,,,,,24933,,,KP-2145,,,,,,,,0,Kard Platform,,,,2|hzx4mf:,,,Khang Nguyen,,,,,,[field not supported],,0,,,,Done,12/29/2020 18:15:59,"217528,216387,216361,212008,211205,211204",,,,,,,,,,,,12/29/2020 18:19:23,0,,2,12/29/2020 18:16:09,,,0,,
KP-2288,Story,[iOS]  - Consumer App - Display transaction of external payment,Requirement: https://kardsys.atlassian.net/browse/KP-2145,2,Done,iOS,,KP-1394,S2050,,,,,,Medium,thao tran,,,,,,,,,,,,,QA passed on Kard Staging,,12/8/2020 9:40:09,Automation for Jira,Nguyen Trung Tinh,{},,,,,,,Consumer App - Transactions and Orders,Hyt_staging_5.9.0.0,S2050,,,,,,,24932,,,KP-2145,,,,,,,,0,Kard Platform,,,,2|hzx4m7:,,,Khang Nguyen,,,,,,[field not supported],,0,,,,Done,12/29/2020 18:19:13,"217553,216398,211562,211552,211262,211261",,,,,,,,,,,,12/29/2020 18:19:13,0,,3,12/29/2020 18:19:11,,,0,,
KP-2287,Story,[iOS]  - Kanoo app - Marketplace - Shopping,Requirement: https://kardsys.atlassian.net/browse/KP-2157,13,Done,iOS,,KP-2158,S2050,,,,,,High,Vo Tan Sang,,,,,,,,,,,,,Verified ,,12/8/2020 9:39:34,Automation for Jira,buoc,{},,,,,,,Consumer App - Marketplace and Search,,S2050,,Demo: 4.3.21.0,,,,,24931,,,KP-2514;KP-2670;KP-2157,,,,,,,,0,Kard Platform,,,,2|hzx4k7:,,,Khang Nguyen,,,,,,[field not supported],,0,,,,Done,1/11/2021 10:03:07,"225220,216386,214789,212907,210911,210909",,,,,,,,,,,,1/11/2021 10:03:07,0,,2,1/11/2021 10:03:05,,,0,,
KP-2286,Story,[iOS]  - Kanoo app - Marketplace - Gift cards,Requirement: https://kardsys.atlassian.net/browse/KP-2156,5,Done,iOS,,KP-2158,S2050,,,,,,High,Vo Tan Sang,,,,,,,,,,,,,"waiting API in [https://kardsys.atlassian.net/browse/KP-2365|https://kardsys.atlassian.net/browse/KP-2365|smart-link]

[~accountid:557058:13dd41e5-7d7a-45c5-8059-243206cbb843] ;Verified ",,12/8/2020 9:39:07,Automation for Jira,Nguyen Hong Dang,{},,,,,,,Consumer App - Marketplace and Search,,S2050,,Kanoo Demo 4.3.21.0,,,,,24930,,,KP-2365;KP-2498;KP-2156,,,,,,,,0,Kard Platform,,,,2|hzx4jj:,,,Khang Nguyen,,,,,,[field not supported],,0,,,,Done,1/11/2021 10:01:01,"225217,216383,216379,213245,212698,212023,212019,211976,211733,211732",,,,,,,,,,,,1/11/2021 10:01:01,0,,3,12/15/2020 15:18:34,,,0,,
KP-2285,Story,[iOS]  - Kanoo app - Marketplace - Nearby,Requirement: https://kardsys.atlassian.net/browse/KP-2117,5,Done,iOS,,KP-2158,S2050,,,,,,High,Vo Tan Sang,,,,,,,,,,,,,Verified ,,12/8/2020 9:38:42,Automation for Jira,Nguyen Hong Dang,{},,,,,,,Consumer App - Marketplace and Search,,S2050,,Kanoo Demo 4.3.21.0,,,,,24929,,,KP-2472;KP-2473;KP-2476;KP-2477;KP-2479;KP-2562;KP-2586;KP-2584;KP-2117,,,,,,,,0,Kard Platform,,,,2|hzx4j3:,,,Khang Nguyen,,,,,,[field not supported],,0,,,,Done,1/11/2021 10:00:01,"225214,216380,216378,215227,214388,211975,211731,211730",,,,,,,,,,,,1/11/2021 10:00:01,0,,2,1/11/2021 9:59:59,,,0,,
KP-2284,Story,[Web]  - Kanoo web - Marketplace - Shopping tab,Requirement: https://kardsys.atlassian.net/browse/KP-2127,8,Done,WebApp,,KP-2158,S2050,,,,,,High,Vo Tan Sang,,,,,,,,,,,,,Verified ,,12/8/2020 9:33:12,Automation for Jira,hieulexuan,{},,,,,,,,,S2050,,,,,,,24928,,,KP-2582;KP-2610;KP-2127,,,,,,,,0,Kard Platform,,,,2|hzx4kf:,,,Nhu Ho,,,,,,[field not supported],,0,,,,Done,1/11/2021 10:02:53,"225219,217815,217814,214327,214326,214083,214082,213285,211612,209542",,,,,,,,,,,,1/11/2021 10:02:53,0,,2,1/11/2021 10:02:51,,,0,,
KP-2282,Story,[Web]  - Kanoo PWK Integration - isLandLuck,Requirement: https://kardsys.atlassian.net/browse/KP-2252,5,Done,WebApp,,KP-2253,S2050,,,,,,Highest,Hoang Nguyen Duc,,,,,,,,,,,,,Update the estimation because of requirement change,,12/8/2020 9:28:07,Automation for Jira,hieulexuan,{},,,,,,,,,,,,,,,,24926,,,KP-2252,,,,,,,,0,Kard Platform,,,,2|hzwz5j:,,,Huy Tang,,,,,,[field not supported],,0,,,,Done,12/28/2020 14:09:48,"216493,210695,210370,210369,209970,209926,209925",,,,,,,,,,,,12/28/2020 14:09:48,0,,2,12/16/2020 10:05:33,,,0,,
KP-2265,Story,"[Web] Consumer App - Add option ""Leave at door"" for Delivery Order",Requirement: https://kardsys.atlassian.net/browse/KP-1359,3,Done,WebApp,,KP-1364,S2050,,,,,,High,Tu Tran,,,,,,,,,,,,,,,12/7/2020 15:22:04,Automation for Jira,trang.nguyen,{},,,,,,,,,S2050,,,,,,,24906,,,KP-2620;KP-1359;KP-2307,,,,,,,,0,Kard Platform,,,,2|hzz9z3:,,,Nhu Ho,,,,,,[field not supported],,0,,,,Done,1/7/2021 18:00:27,"224571,216442,213402,211402,211401",,,,,,,,,,,,1/7/2021 18:00:27,0,,1,,,,0,,
KP-2264,Story,[Web] Consumer Apps - Buy Product - Get  the Google address on making Delivery order.,Requirement: https://kardsys.atlassian.net/browse/KP-1401,3,Done,WebApp,Consumer_Android_App;Consumer_iOS_Apps;Consumser_Web_Apps,KP-1364,S2050,,,,,,Medium,Tu Tran,,,,,,,,,,,,,,,12/7/2020 15:09:35,Automation for Jira,hieulexuan,{},,,,,,,Consumer App - Transactions and Orders,,S2050,,,,,,,24904,,,KP-1401,,,,,,,,0,Kard Platform,,,,2|hzz9w7:,,,Khang Nguyen,,,,,,[field not supported],,0,,,,Done,1/7/2021 17:57:41,"224565,211613,211334,209975,209974",,,,,,,,,,,,1/7/2021 17:57:41,0,,1,,,,0,,
KP-2252,Story,[Backend] - Kanoo PWK Integration - isLandLuck,"Make modification to PWK for specific Client call: isLandLuck

* Do not allow Guest Payment
* Do not allow Credit Card payment
* Hide and disable UI relates to Guest

User paying the Payment request must be identical to isLandLuck account.
For example: There's a payment request of user uer001@email.com. Only the Kanoo User with email uer001@email.com can pay this request.",5,Done,Backend,,KP-2253,S2050,,,,,,Highest,Hoang Nguyen Duc,,,,,,,,,,,,,Update the estimation because of requirement change,,12/7/2020 9:18:42,Huy Tang,Nguyen Tu Nghia,{},,,,,,,,,,,,,,,,24885,,,KP-2282,,,,,,,,0,Kard Platform,,,,2|hzwz5b:,,,Huy Tang,,,,,,[field not supported],,0,,,,Done,12/28/2020 14:09:47,"216492,210694,209713,209712,209711",,,,,,,,,,,,12/28/2020 14:09:47,0,,2,12/16/2020 10:05:29,,,0,,
KP-2200,Story,[Android] - KardPOS Tablet - Scan Product Barcode with External Device,"As a merchant staff I want to be able to scan product’s barcode using the external device with the same method that we are using for Pay with QR function so that I don’t need to use the tablet’s camera with the current function because using camera will consumer the device battery much.

* Add new tab “Enter Code” to the current screen of scanning product like we have for Pay with QR method.
* A product will be added into the order if scanned product barcode is valid automatically so that they can continue with other products without doing anymore step. Otherwise, show the message “The product barcode is invalid.” and the popup will be closed automatically after 3 seconds or staff can click on Close button to close the error popup.

UI mockup: [https://xd.adobe.com/view/c90832e9-36a1-4fa1-bdfb-f3fdb3a5ca4a-9c5b/|https://xd.adobe.com/view/c90832e9-36a1-4fa1-bdfb-f3fdb3a5ca4a-9c5b/|smart-link] 

*For Android, we will user the Tharo device for testing*",3,Done,Android,,KP-2179,S2053,,,,,,High,thao tran,,,,,,Create Order - Camera.png;Create Order - Enter Code.png,,,,,,,"[~accountid:557058:7a9d9191-dd75-4672-98d1-725766bcd349] Do we have the external device on our office for testing?;[~accountid:557058:13dd41e5-7d7a-45c5-8059-243206cbb843] We can test Pay with QR with the testing device (tharo) that we have, so we apply the same way for product scanning.;QA passed on Staging",,12/2/2020 11:36:03,Nhu Ho,Kiều Đại Thiên,{},,,,,,,,1.4.0.0,S2050,,,,,,,24801,,,KP-2691;KP-2662;KP-2661;KP-2665;KP-2314,,,,,,,,0,Kard Platform,,,,2|hzze9z:,,,Nhu Ho,,,,,,[field not supported],,0,,,,Done,1/19/2021 9:44:19,"228480,216553,214430,214429,213786,213785,213435,213434,206993,206992,206991,206931",,,,,,,,,,,,1/19/2021 9:44:19,0,,3,12/7/2020 8:54:58,,,0,,
